Week2_Quiz1,Week3_MP1,Week3_PR1,Week5_MP2,Week5_PR2,Week7_MP3,Week7_PR3,Week4_Quiz2,Week6_Quiz3,Week8_Total,Week1_Stat0,Week1_Stat1,Week1_Stat2,Week1_Stat3,Week2_Stat0,Week2_Stat1,Week2_Stat2,Week2_Stat3,Week3_Stat0,Week3_Stat1,Week3_Stat2,Week3_Stat3,Week4_Stat0,Week4_Stat1,Week4_Stat2,Week4_Stat3,Week5_Stat0,Week5_Stat1,Week5_Stat2,Week5_Stat3,Week6_Stat0,Week6_Stat1,Week6_Stat2,Week6_Stat3,Week7_Stat0,Week7_Stat1,Week7_Stat2,Week7_Stat3,Week8_Stat0,Week8_Stat1,Week8_Stat2,Week8_Stat3,Week9_Stat0,Week9_Stat1,Week9_Stat2,Week9_Stat3,Grade
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.032432432432432434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6659999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06659999999999999,0.6296296296296295,0.0,0.0,0.0,0.25,0.2982456140350877,0.1,0.04,0.4074074074074074,0.0,0.06666666666666668,0.07142857142857142,0.05,0.0,0.0,0.0,0.05945945945945946,0.0,0.043478260869565216,0.0,0.10096153846153846,0.0,0.0,0.0,0.027586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14516129032258066,0.0,0.4,0.0,0
0.8340000000000001,1.0,1.0,0.9785,1.0,1.0,0.5,1.0,1.0,0.83125,0.1111111111111111,0.0,0.0,0.0,0.15384615384615385,0.17543859649122806,0.1,0.12,0.027777777777777776,0.0,0.0,0.0,0.0041666666666666675,0.0,0.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.6659999999999999,0.8,1.0,0.9565,1.0,0.9771428571428572,1.0,0.8660000000000001,1.0,0.8265642857142858,0.6666666666666666,0.0,0.18181818181818185,0.16666666666666666,0.22115384615384615,0.17543859649122806,0.1,0.04,0.6666666666666666,0.26666666666666666,0.0,0.2857142857142857,0.4083333333333333,0.27586206896551724,0.07692307692307693,0.0,0.16756756756756758,0.10256410256410256,0.0,0.0,0.3509615384615385,0.4509803921568628,0.022222222222222227,0.0,0.14482758620689656,0.16666666666666666,0.028571428571428567,0.08333333333333333,0.04444444444444445,0.0,0.0,0.0,0.1935483870967742,0.16666666666666666,0.08,0.0,4
0.33399999999999996,0.8666666666666667,1.0,1.0,1.0,0.9317142857142856,1.0,0.5,1.0,0.7632380952380953,0.2962962962962963,0.0,0.0,0.0,0.15384615384615385,0.3684210526315789,0.1,0.0,0.7129629629629629,1.0,0.0,0.0,0.37083333333333335,0.3793103448275862,0.07692307692307693,0.0,0.2702702702702703,0.5897435897435898,0.0,0.0,0.2355769230769231,0.7254901960784313,0.022222222222222227,0.0,0.2206896551724138,1.0,0.08571428571428573,0.0,0.011111111111111113,0.0,0.045454545454545456,0.0,0.2258064516129032,0.4166666666666666,0.04,0.0,3
1.0,1.0,1.0,0.935,1.0,0.8408571428571429,1.0,1.0,1.0,0.8775857142857143,0.9629629629629628,0.0,0.0,0.16666666666666666,0.1826923076923077,1.0,0.2,0.32,0.6666666666666666,0.26666666666666666,0.0,0.5,0.3583333333333333,0.5862068965517241,0.2307692307692308,0.2083333333333333,0.15135135135135136,0.10256410256410256,0.0,0.18181818181818185,0.4567307692307693,0.9019607843137256,0.022222222222222227,0.2857142857142857,0.0896551724137931,0.0,0.028571428571428567,0.8333333333333333,0.4111111111111112,0.3333333333333333,0.0,0.0,0.14516129032258066,0.0,0.0,0.0,4
0.8340000000000001,1.0,1.0,0.8695,1.0,0.7954285714285714,1.0,1.0,1.0,0.8498928571428571,0.3703703703703704,0.0,0.09090909090909093,0.0,0.15384615384615385,0.5614035087719298,0.1,0.0,0.8518518518518519,0.3333333333333333,0.0,0.0,0.3583333333333333,0.3563218390804598,0.15384615384615385,0.08333333333333333,0.12972972972972974,0.10256410256410256,0.08695652173913042,0.09090909090909093,0.5673076923076923,0.3529411764705882,0.022222222222222227,0.0,0.2,0.0,0.0,0.25,0.6111111111111112,0.4814814814814815,0.0,1.0,0.2419354838709677,0.0,0.0,0.0,4
0.8340000000000001,1.0,1.0,0.7390000000000001,1.0,0.6477142857142858,1.0,1.0,1.0,0.8220714285714287,0.3333333333333333,0.0,0.0,0.0,0.5288461538461539,0.43859649122807015,0.9,0.44,0.4351851851851852,0.6,0.0,0.21428571428571427,0.2583333333333333,0.4367816091954023,0.2307692307692308,0.0,0.3189189189189189,0.10256410256410256,0.0,0.0,0.44711538461538464,0.6666666666666666,0.022222222222222227,0.2857142857142857,0.16551724137931034,0.16666666666666666,0.0,0.25,0.34444444444444444,0.07407407407407407,0.0,0.0,0.08064516129032258,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5555555555555556,0.0,0.0,0.0,0.17307692307692307,0.21052631578947367,0.1,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.037037037037037035,0.0,0.0,0.0,0.09615384615384616,0.42105263157894735,0.1,0.0,0.4259259259259259,0.6,0.26666666666666666,0.3571428571428571,0.2333333333333333,0.1954022988505747,0.07692307692307693,0.0,0.10810810810810813,0.05128205128205128,0.0,0.0,0.09615384615384616,0.4901960784313725,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.05555555555555556,0.0,0.0,0.1111111111111111,0.1129032258064516,0.0,0.0,0.0,1
0.6659999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06659999999999999,0.1111111111111111,0.0,0.0,0.0,0.2692307692307693,0.17543859649122806,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09134615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.8666666666666667,1.0,0.5870000000000001,1.0,0.8751428571428571,0.0,0.934,1.0,0.7262809523809525,0.14814814814814814,0.0,0.0,0.0,0.14423076923076925,0.17543859649122806,0.1,0.0,0.4166666666666666,0.26666666666666666,0.0,0.0,0.05833333333333333,0.10344827586206896,0.07692307692307693,0.0,0.1783783783783784,0.1794871794871795,0.0,0.0,0.09134615384615384,0.21568627450980396,0.022222222222222227,0.0,0.10344827586206896,0.0,0.0,0.16666666666666666,0.04444444444444445,0.1851851851851852,0.0,0.0,0.08064516129032258,0.0,0.0,0.0,3
0.6659999999999999,0.8666666666666667,1.0,0.6665000000000001,1.0,0.784,1.0,0.8759999999999999,1.0,0.7859166666666667,0.5185185185185185,0.0,0.0,0.0,0.3076923076923077,0.3157894736842105,0.4,0.04,0.4351851851851852,0.6666666666666666,0.0,0.0,0.4875,0.6781609195402298,0.15384615384615385,0.0,0.11891891891891893,0.1282051282051282,0.21739130434782608,0.0,0.3461538461538461,0.4705882352941176,0.6,0.0,0.23448275862068965,0.29166666666666663,0.22857142857142854,0.0,0.2888888888888889,0.4444444444444444,0.5,0.0,0.4032258064516129,0.4166666666666666,0.6,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074074074074074,0.0,0.09090909090909093,0.0,0.0576923076923077,0.0,0.0,0.0,0.06481481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.8666666666666667,1.0,1.0,1.0,0.7614285714285713,1.0,0.8340000000000001,0.8,0.7762095238095239,0.7037037037037037,0.0,0.0,0.16666666666666666,0.3076923076923077,0.3333333333333333,0.1,0.12,0.6111111111111109,0.26666666666666666,0.0,0.07142857142857142,0.6958333333333333,0.3793103448275862,0.15384615384615385,0.0,0.3891891891891892,0.28205128205128205,0.043478260869565216,0.09090909090909093,1.0,0.5098039215686274,0.022222222222222227,0.0,0.10344827586206896,0.16666666666666666,0.028571428571428567,0.6666666666666666,0.2111111111111111,0.25925925925925924,0.045454545454545456,0.0,0.4516129032258064,0.0,0.0,0.0,3
0.8340000000000001,1.0,1.0,1.0,1.0,0.4771428571428571,1.0,1.0,1.0,0.8311142857142857,0.7407407407407407,0.0,0.09090909090909093,0.16666666666666666,0.3076923076923077,0.43859649122807015,0.1,0.08,0.537037037037037,0.6,0.06666666666666668,0.0,0.3875,0.5632183908045977,0.15384615384615385,0.0,0.13513513513513514,0.10256410256410256,0.0,0.0,0.5,0.5882352941176471,0.15555555555555556,0.0,0.23448275862068965,0.16666666666666666,0.057142857142857134,0.08333333333333333,0.15555555555555556,0.07407407407407407,0.045454545454545456,0.0,0.04838709677419355,0.0,0.0,0.0,4
0.8340000000000001,0.7333333333333333,1.0,0.8260000000000001,1.0,0.09085714285714286,1.0,1.0,1.0,0.7484190476190477,0.2222222222222222,0.0,0.0,0.0,0.1153846153846154,0.21052631578947367,0.2,0.08,0.12037037037037035,0.26666666666666666,0.0,0.0,0.125,0.25287356321839083,0.15384615384615385,0.0,0.07567567567567568,0.10256410256410256,0.043478260869565216,0.0,0.0625,0.392156862745098,0.04444444444444445,0.0,0.05517241379310345,0.2083333333333333,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0967741935483871,0.16666666666666666,0.0,0.0,3
0.6659999999999999,0.9333333333333332,1.0,0.935,1.0,0.6137142857142857,1.0,0.634,0.9,0.768204761904762,0.2222222222222222,0.0,0.0,0.0,0.15384615384615385,0.4035087719298245,0.2,0.04,0.28703703703703703,0.6,0.0,0.0,0.2375,0.26436781609195403,0.07692307692307693,0.0,0.08108108108108109,0.10256410256410256,0.0,0.0,0.03365384615384616,0.3529411764705882,0.022222222222222227,0.0,0.20689655172413796,0.0,0.028571428571428567,0.0,0.12222222222222225,0.2222222222222222,0.0,0.0,0.1774193548387097,0.08333333333333333,0.0,0.0,3
0.6659999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5666,0.0,0.0,0.0,0.0,0.07692307692307693,0.17543859649122806,0.1,0.0,0.4351851851851852,0.26666666666666666,0.0,0.5,0.09166666666666666,0.3218390804597701,0.15384615384615385,0.0,0.12972972972972974,0.20512820512820512,0.0,0.18181818181818185,0.10096153846153846,0.3529411764705882,0.022222222222222227,0.0,0.04137931034482759,0.0,0.057142857142857134,0.0,0.1,0.07407407407407407,0.13636363636363635,0.2222222222222222,0.03225806451612903,0.0,0.04,0.0,1
0.664,1.0,1.0,1.0,0.986,0.6137142857142857,1.0,0.634,1.0,0.7897714285714287,0.7777777777777777,0.0,0.0,0.0,0.40384615384615385,0.4035087719298245,0.0,0.2,1.0,0.3333333333333333,0.13333333333333333,0.5,0.4375,0.3563218390804598,0.07692307692307693,0.08333333333333333,0.17297297297297298,0.10256410256410256,0.0,0.18181818181818185,0.6442307692307693,1.0,0.04444444444444445,0.14285714285714285,0.2620689655172413,0.25,0.0,0.08333333333333333,0.12222222222222225,0.0,0.0,0.0,0.4838709677419355,0.5,0.0,0.0,3
0.8340000000000001,1.0,1.0,0.435,1.0,0.5454285714285714,1.0,1.0,1.0,0.7814428571428571,0.14814814814814814,0.0,0.09090909090909093,0.0,0.25,0.2807017543859649,0.1,0.0,0.34259259259259256,0.26666666666666666,0.13333333333333333,0.0,0.375,0.27586206896551724,0.07692307692307693,0.0,0.08108108108108109,0.1282051282051282,0.0,0.0,0.6778846153846154,0.6274509803921569,0.04444444444444445,0.14285714285714285,0.27586206896551724,0.16666666666666666,0.028571428571428567,0.08333333333333333,0.05555555555555556,0.1111111111111111,0.0,0.0,0.08064516129032258,0.16666666666666666,0.0,0.0,3
0.8340000000000001,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.8759999999999999,1.0,0.8576666666666666,0.1111111111111111,0.0,0.0,0.0,0.2307692307692308,0.17543859649122806,0.2,0.04,0.4444444444444444,0.0,0.0,0.0,0.25416666666666665,0.4482758620689655,0.07692307692307693,0.0,0.2540540540540541,0.35897435897435903,0.17391304347826084,0.0,0.1153846153846154,0.29411764705882354,0.33333333333333337,0.0,0.1724137931034483,0.4583333333333333,0.14285714285714285,0.08333333333333333,0.12222222222222225,0.25925925925925924,0.0,0.0,0.16129032258064516,0.5833333333333333,0.04,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,0.0,0.0,0.1153846153846154,0.17543859649122806,0.1,0.0,0.0,0.0,0.0,0.0,0.0041666666666666675,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0
1.0,1.0,1.0,0.971,1.0,0.6817142857142857,1.0,0.626,0.30000000000000004,0.7578714285714285,0.5185185185185185,0.0,0.0,0.3333333333333333,0.2692307692307693,0.21052631578947367,0.2,0.04,0.25,0.26666666666666666,0.0,0.0,0.2958333333333333,0.2413793103448276,0.07692307692307693,0.0,0.1783783783783784,0.1282051282051282,0.043478260869565216,0.0,0.4375,0.7450980392156863,0.08888888888888889,0.0,0.2620689655172413,0.4166666666666666,0.057142857142857134,1.0,0.05555555555555556,0.0,0.09090909090909093,0.0,0.4354838709677419,0.9166666666666666,0.12,0.0,3
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.13999999999999999,0.2222222222222222,0.0,0.09090909090909093,0.0,0.06730769230769232,0.3333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0875,0.1264367816091954,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0
0.8340000000000001,0.9333333333333332,1.0,0.7610000000000001,1.0,0.9317142857142856,1.0,1.0,1.0,0.8460047619047618,0.1111111111111111,0.0,0.0,0.0,0.19230769230769232,0.2456140350877193,0.1,0.0,0.28703703703703703,0.26666666666666666,0.0,0.0,0.11666666666666667,0.4252873563218391,0.4615384615384616,0.0,0.20540540540540544,0.10256410256410256,0.0,0.0,0.10096153846153846,0.5686274509803921,0.04444444444444445,0.0,0.04827586206896552,0.0,0.0,0.16666666666666666,0.18888888888888888,0.14814814814814814,0.045454545454545456,0.2222222222222222,0.1129032258064516,0.4166666666666666,0.0,0.0,4
1.0,0.8666666666666667,1.0,0.5435,1.0,0.8408571428571429,0.5,1.0,1.0,0.7751023809523809,0.037037037037037035,0.0,0.0,0.0,0.07692307692307693,0.7192982456140351,0.1,0.0,0.14814814814814814,0.3333333333333333,0.0,0.0,0.14166666666666666,0.1724137931034483,0.07692307692307693,0.0,0.07027027027027027,0.1282051282051282,0.0,0.0,0.03365384615384616,0.4509803921568628,0.022222222222222227,0.0,0.006896551724137931,0.0,0.028571428571428567,0.0,0.07777777777777778,0.2222222222222222,0.0,0.0,0.08064516129032258,0.3333333333333333,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.9333333333333332,1.0,0.8260000000000001,1.0,0.3862857142857143,1.0,1.0,1.0,0.8145619047619046,0.4814814814814815,0.0,0.5454545454545454,0.0,0.14423076923076925,0.8771929824561403,0.5,0.0,0.5833333333333333,0.6666666666666666,0.06666666666666668,0.07142857142857142,0.4125,0.36781609195402293,0.5384615384615385,0.0,0.4540540540540541,0.15384615384615385,1.0,0.18181818181818185,0.8413461538461539,0.5686274509803921,1.0,1.0,0.8275862068965517,0.9583333333333331,1.0,0.75,0.5,0.07407407407407407,1.0,0.0,1.0,0.5833333333333333,1.0,0.0,4
0.8340000000000001,0.9740000000000001,1.0,1.0,1.0,0.7045714285714285,1.0,0.934,1.0,0.8446571428571428,0.037037037037037035,0.0,0.0,0.0,0.4134615384615385,0.21052631578947367,0.2,0.2,0.4351851851851852,0.6,0.0,0.14285714285714285,0.19166666666666665,0.1264367816091954,0.07692307692307693,0.04166666666666666,0.11351351351351352,0.10256410256410256,0.0,0.0,0.0625,0.21568627450980396,0.022222222222222227,0.0,0.1724137931034483,0.16666666666666666,0.028571428571428567,0.08333333333333333,0.12222222222222225,0.1111111111111111,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,4
1.0,1.0,1.0,1.0,1.0,0.8522857142857142,1.0,0.934,1.0,0.8786285714285714,0.1111111111111111,0.0,0.0,0.0,0.15384615384615385,0.7017543859649122,0.2,0.0,0.5277777777777778,0.26666666666666666,0.3333333333333333,0.0,0.3375,0.5632183908045977,0.15384615384615385,0.0,0.11351351351351352,0.10256410256410256,0.17391304347826084,0.0,0.6490384615384616,0.6078431372549019,0.9111111111111112,0.0,0.1586206896551724,0.16666666666666666,0.057142857142857134,0.0,0.13333333333333333,0.14814814814814814,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,4
0.8340000000000001,0.8666666666666667,1.0,0.9565,1.0,0.3182857142857143,1.0,1.0,1.0,0.7975452380952381,0.4814814814814815,0.0,0.09090909090909093,0.0,0.2403846153846154,0.4912280701754386,0.1,0.8,0.28703703703703703,0.26666666666666666,0.0,0.0,0.4041666666666667,0.20689655172413796,0.15384615384615385,0.375,0.22162162162162166,0.1282051282051282,0.0,0.0,0.4278846153846154,0.29411764705882354,0.022222222222222227,0.7142857142857142,0.20689655172413796,0.29166666666666663,0.08571428571428573,0.75,0.04444444444444445,0.037037037037037035,0.0,0.0,0.1129032258064516,0.08333333333333333,0.04,0.0,3
1.0,0.8666666666666667,1.0,0.935,1.0,0.8751428571428571,1.0,0.942,1.0,0.8618809523809524,0.4444444444444444,0.0,0.0,0.0,0.2884615384615385,0.8070175438596491,0.30000000000000004,0.16,0.8611111111111109,0.3333333333333333,0.0,0.3571428571428571,0.43333333333333335,0.28735632183908044,0.4615384615384616,0.2083333333333333,0.3081081081081081,0.15384615384615385,0.6521739130434783,0.18181818181818185,0.25,0.6470588235294118,0.2444444444444445,0.14285714285714285,0.1103448275862069,0.125,0.14285714285714285,0.25,0.4888888888888889,0.5555555555555556,0.09090909090909093,0.4444444444444444,0.4838709677419355,0.4166666666666666,0.4,0.0,4
0.5,1.0,1.0,0.7825000000000001,0.9440000000000001,0.8751428571428571,0.0,0.7340000000000001,1.0,0.6835642857142858,0.037037037037037035,0.0,0.0,0.0,0.10576923076923077,0.3508771929824561,0.1,0.0,0.4259259259259259,0.26666666666666666,0.06666666666666668,0.0,0.08333333333333333,0.03448275862068965,0.07692307692307693,0.0,0.572972972972973,0.5641025641025641,0.043478260869565216,0.0,0.4567307692307693,0.7058823529411764,0.022222222222222227,0.0,0.09655172413793103,0.375,0.028571428571428567,0.0,0.03333333333333333,0.0,0.045454545454545456,0.0,0.0967741935483871,0.08333333333333333,0.04,0.0,2
0.6659999999999999,1.0,1.0,1.0,1.0,0.7614285714285713,0.5,0.634,1.0,0.7561428571428572,0.8518518518518519,0.0,0.3636363636363637,0.3333333333333333,0.09615384615384616,0.17543859649122806,0.30000000000000004,0.0,0.6574074074074073,0.0,0.2,0.14285714285714285,0.43333333333333335,0.20689655172413796,0.4615384615384616,0.0,0.4648648648648649,0.10256410256410256,0.7391304347826086,0.0,0.889423076923077,0.9411764705882352,0.7111111111111111,0.0,0.30344827586206896,0.2083333333333333,0.7999999999999999,0.08333333333333333,0.18888888888888888,0.25925925925925924,0.5454545454545454,0.0,0.3225806451612903,0.0,0.32,0.0,3
